data\ca\1156009\10237568\500116087.html,Hotel The Blossom,"""Excellent Rooms With Cheap Price Excellent Ambience And complimentary Breakfast With rooftop restaurant serving quality food with regular restaurant price\nAt the end excellent service . Good and polite staff",4,positive
data\ca\1156009\10237568\501361718.html,Hotel The Blossom,"""Hotel is situated close to Hotel Fortune Park Galaxy.  Right on NH 8.All good eateries are walking distance like Papillon Veg Restaurant, Pizza Hut, Gujarati Thali at Hotel Green view etc.\nRooms are little smaller. Beds are ok. Bathroom is not designed with application of mind. Wash basin has no place to keep toiletries.No separation between shower area and dry area.\nBreakfast at this lower price is Good served on rooftop restaurant.. Buffet Breakfast with Juice\u002FFruits\u002FBread\u002FIdli\u002FUpma or Poha and Puri Chhole etc . No Non Veg dishes.\nRooms are not soundproof so may disturb your sleep.\nThe best part about the hotel is its pricing. rates are quite reasonable. We paid including BF n taxes about Rs. 1400 .",3,negative
data\ca\1156009\10237568\507694494.html,Hotel The Blossom,"""It was very comfortable stay at this hotel.Found the staff more courteous.food quality awesome hygiene was good.pleasent atmosphere and we'll maintained property.all together make it a great place to be with your family and friends.all the staff are co operative in nature.over all excellent service & Roof top restaurant.",5,positive
data\ca\1156009\10237568\507696157.html,Hotel The Blossom,"""Great  food,spacious  and tidy  rooms,guest centric and helpful  staff. Kudos to the operations team for managing the entire show with finesse ! Great accessibility to the highway and lovely view from suite room balcony.rest everything  was fantastic thank you team blossom  for memorable  stay..",5,positive
data\ca\1156009\10237568\508302369.html,Hotel The Blossom,"""Services are good but now they are not taking TAX while advance booking. so Guest need the pay it at the time of check out by cash or card. Staff is very good and co-operative. I like the place and plan to stay again & Again.",4,positive
data\ca\1156009\10237568\528448430.html,Hotel The Blossom,"""Wonderful  hotel. Exceptional customer service. Incredible food. Good parking space, strong wi-fi,Value for money,if you are looking to add pleasantness to your stay no need to look any further,.secure and modern. Entire  staff very rare to be so pleased everyone from front desk to security to housekeeping to manager everyone took utmost care for everything.",5,positive
data\ca\1156009\10237568\534494792.html,Hotel The Blossom,"""Had the opportunity  to visit vapi along with our tended family and decided to stay at Blossom hotel. \nWe did a quick check inn on arrival and were allotted rooms by the efficient  staff.the service at the hotel were fantastic. ",5,positive
data\ca\1156009\10237568\536119321.html,Hotel The Blossom,"""Close to mumbai-ahmedabad highway. Stayed here for a night during driving towards ahmedabad. Very comfortable stay. Enjoyed the food. Room was clean, not so spacious but good. Tidy bathroom. Friendly staff and reception. Service was quick. Food was tasty.\n\nOverall a nice experience.",4,positive
data\ca\1156009\10237568\537325022.html,Hotel The Blossom,"""Stayed at this hotel for a night along with my family. And we are really enjoyed here.rooms were clean.comfortable Lavish breakfast.\nRestaurant was awesome too and quality and test of the food was too good.you can customise you own dishes according to need.you won't repent staying at this hotel and yes the location is near by Mumbai Ahmedabad highways.overall great hotel.",5,positive
data\ca\1156009\10237568\537622894.html,Hotel The Blossom,"""This is a good hotel with wonderful staff.\nThe property is great and has a quaint feeling to it along with adequately grand.room was excellent beautiful adorned and very well maintained infrastructure.the service attitude of the staff was very good.we where very impressed with the personal touch.we had great time.",5,positive
data\ca\1156009\10237568\551914902.html,Hotel The Blossom,"""Stayed here at new year eve.the highlight of the stay was the staff nd security guys.they are really courteous .place is absolutely clean .food was nice &room net nd clean. House keeping and in room dining also prompt and up to mark. Overall full satisfied with the stay and definitely recommended others.",5,positive
data\ca\1156009\10237568\552128318.html,Hotel The Blossom,"""Rooms are clean .these hotel is like my second home .roof top restaurant food is very delicious.service is good i would like to special thanks to Mr.Girish is very polite and courteous person.he always take care of guest like a very friendly manner.he know my likes and dislikes.he is a assest of blossom.this hotel is the best hotel in vapi.",5,positive
data\ca\1156009\10237568\552661775.html,Hotel The Blossom,"""The hotel is located right along the highway and easily can be found on GRS. The hotel rooms are neat and clean. Food is ok ok a the restaurant. I stayed with my family and would recommend it as well. Overall a good experience",4,positive
data\ca\1156009\10237568\560351991.html,Hotel The Blossom,"""It was a Great and pleasant stay.\nclean and neat room were provided.\nstaff were very friendly and helpful.\ni plan my stay when my next visit to Vapi.\na good connection tho Highway\nhas a street market near by",4,positive
data\ca\1156009\10237568\573876885.html,Hotel The Blossom,"""Visited this property solo in April 2018. Location close to Vapi railway station and in main market area of Gunjan makes it well known and reachable by any means of transport. (Vapi has no proper cab system, and autos are the main mode of transport). Hotel reception and staff are very courteous, polite and helpful. Rooms are of average size but extremely well maintained, neat and with almost all modern amenities. What surprised me the most was that this hotel was providing accommodation and services of the quality of a 5-star hotel, but at an extremely lower cost! All toiletries and tea\u002Fcoffee materials are replenished each day without asking for them! The hotel has an in-house restaurant with room service and has all kinds of food (only veg) in its menu. Again, the catering staff are extremely well behaved and polite. A plus point of this hotel is its location: just behind the hotel there are multiple dhabas and an icecream shop serving ICEDISH...(shud try atleast once for a change from regular icecreams); McD and pizzahut are nearby, as are 4 ATMs. The hotel is close to (within walking distance) several good hospitals and medicine shops, which came to be very useful when I had a medical emergency during my stay. Overall, this is an excellent place to stay in Vapi, and the courteous nature of hotel staff makes it a beautiful experience. Great work....!",4,positive
data\ca\1156009\10237568\629654548.html,Hotel The Blossom,"""Very good hotel at this locality. Worth for money we spend. Rooms were maintained clean and neat . Washroom was made in transparent glass . Ambience was good . Having all amenities and tea maker in the room . Overall  very comfort stay . Apt for business people ",5,positive
data\ca\1156009\10237568\632706753.html,Hotel The Blossom,"""Visited Vapi in October-2018 .Good hotel in Vapi near to railway station. Surrounded by market. Food is good. Overall a good place to stay. All the rooms are same, so no choice. Little bit costly respect to place.",5,positive
data\ca\1156009\10237568\680077713.html,Hotel The Blossom,"""Very good and well maintained rooms neat and clean, value for money,good food and polite care taker, trust me this hotel is best in its area. Surrounded by a market place near vapi railway station around 1 km far. I suggest to book this hotel.",4,positive
data\ca\1156009\10237568\681825403.html,Hotel The Blossom,"""The Hotel is bang on the Mum-Surat highway, 1 km from Vapi station. The Hotel is neat & clean & worth the tariff of Rs. 1411 (taxes incl) I paid for the Delux Room. The executive room is Rs. 1568 (more fancy, but smaller in size). Both rooms however don't have a mini fridge. All rooms are side facing - you see the neighboring building - no highway view. Prefer a delux room with square bathroom as its bigger. Some rooms the Batroom is like a narrow corridor. Lots of food options nearby. Piza Hut & McD are 100 m away. Madhav Thali joint is across the road. The Hotel's restaurant is decent too,",4,positive
data\ca\1156009\10237568\693301155.html,Hotel The Blossom,"""This is centrally located in Vapi. Exit is easier. Interiors are good. Access to hotel is confusing. Parking available. There is a nearby tea shop good for a early morning tea along with a walk. Enjoyed staying there.",4,positive
data\ca\1156009\10796693\479017396.html,Hotel Royal Shelter,"""During my business trip to Vapi I stay in Hotel Royal shelter. It was very comfortable and nice stay for me. Hotel have specious and well decorated rooms. Every rooms have unique furniture. Bed was comfortable. Lighting was also very attractive. Food was also tasty. Hotel staff was friendly and professional. It was memorable stay for me.",4,positive
data\ca\1156009\10796693\485796070.html,Hotel Royal Shelter,"""Hotel Royal Shelter is one of the best hotel in vapi.\nMostly they topped all the department in the hotel.This is my favorite hotel in vapi region.\n\n(+)\nAmple Parking area\nVarieties of buffet breakfast\nNice and clean room\nSufficient Room Amenities\nRoom interior is excellent\nHelpful staff\nValue for money hotel\n(-)\nI didn't notice any such point for an improvement but there is always room for an improvement.",5,positive
data\ca\1156009\10796693\486702937.html,Hotel Royal Shelter,"""Perfect location at Gunjan chowk. Close to Railway Station and next to Private Travel Bus stop. Good restaurants and commercial places close by. Good hospital near by. Very caring staff and management. Rooms are small but good and well maintained. Food quality is very good. Service is exceptional.\nIf you are in Vapi, just go there and stay. It's a perfect place for business trip.",4,positive
data\ca\1156009\10796693\489489151.html,Hotel Royal Shelter,"""Hotel Royal Shelter we on the way to Amritsar stayed in hotel , stay was really good, rooms are good ,will all basic amenities, service was also good and one spl want to mention.... without any intimation my car was cleaned... a extra free service for room... ",4,positive
data\ca\1156009\10796693\500566441.html,Hotel Royal Shelter,"""i am regular visitor to this hotel and stay here every time i visit vapi.. it offers clean rooms with excellent service.. Also it has good restaurant for food..near to hospital and city market..Value for money hotel..",5,positive
data\ca\1156009\10796693\578535182.html,Hotel Royal Shelter,"""Good hotel with round the clock room service.Food was also very good, specially gujrati thali.Dental kit, shaving kit, shoe polish, all in one kit, comb, available. High class facility at nominal price.Also very neat and clean hotel",4,positive
data\ca\1156009\10796693\581829251.html,Hotel Royal Shelter,"""Hotel is located at Gunjan area in Vapi which is close to city center. It has big rooms which are good and comfortable. Service is not so good and slow. Breakfast is complimentary but has very limited choice.",3,negative
data\ca\1156009\10796693\637283961.html,Hotel Royal Shelter,"""Hotel is located on Gunjan square, near to railway station. In front of Hotel all show rooms available like woodland and other. McDonald's is also there in front of Hotel which is open 24 hours !! ATMs are also available at square. \nI had stayed in Deluxe room. Rooms are good, service is good !! \nMorning breakfast is also good !!\n",4,positive
data\ca\1156009\10796693\646806749.html,Hotel Royal Shelter,"""Hotel Location is quiet good at Vapi cross road only. \nNear to Vapi GIDC\u002F Industrial area and Vapi Railway Station. \nIt is quite a mid-range hotel. Service is also good. \n\nRooms are quiet spacious and clean.",4,positive
data\ca\1156009\10796693\653813094.html,Hotel Royal Shelter,"""It's in Gunjan circle in Vapi. Stayed here for 2 nights. Clean and no noise hotel. \nThey serve pure veg complementary breakfast but don't serve even egg. Non veg foods they serve in room brought from Food Inn.",3,negative
data\ca\1156009\10862996\435735631.html,Ginger Vapi,"""I had a Wonderful experience with Hotel Ginger Vapi..It is a Very Big and great hotel,I visited with my Mom and Dad last weekend (4th November to 6 th November)..\nSo the best option to reach Vapi is by Train ,and from Station this hotel is about 5 kM away (20-30Mins) and it is exactly on NH-8 highway , Below is the Dream Honda Showroom and the Hotel is about 8 Floors high...It is visible directly from the Highway and the Hotel starts from the 3rd Floor as they told me that the 1st and 2nd Floor have been taken by The Grand Bhagwati Group for making Banquets and its work will be completed in almost 6-8 months (As they told me) \nSo when i arrived at the Hotel the security guard took all my Bags on the type of Trolley used on a Airport ..That was the First Great Impression,The security came with us till our Room :-) \nFirst we went on the Reception gave the full advance payment and he gave us the room card (THE HOTEL STAFF WAS VERY WELL TRAINED AND MAINTAINING VERY SINCERELY WITH US ) \nAlthough when I reached the room,The room card was not working as that was the wrong card ,So we were told that as the card is not working you are being a new room so we got a new room and after entering It was very Luxurious.....\n\n(ONE THING I WOULD LIKE TO MENTION ABOUT THE MATTRESS ON THE BED IS THAT IT WAS MAKING VERY NOISES WHENEVER A PERSON SITS ON IT AS IT WAS A SPRING MATTRESS I DON'T KNOW THAT IT WAS ONLY IN MY ROOM OR IN EVERY OTHER)\nREST ALL WAS GOOD\n\nThere was\n\n-A King Size Bed\n-A Wardrobe\n-A Coffee\u002FTea Maker with Coffee,Tea Bags and Cups\n-A Small Fridge\n-4 Water Bottles per day (2 outside and 2 in the fridge)\n-A Bathroom with 2 Towels and Soap etc \n\nMY PACKAGE FOR THE ROOM \n CONSISTED OF DOUBLE OCCUPANCY 2 NIGHT STAY WITH 2 DAYS BREAKFAST\n\nThe Buffet Breakfast was also Amazing\n\nTHE HOTEL ALSO HAD\n-PARKING FOR VEHICLES\n-A\u002FC IN ALL ROOMS\n-FREE WIFI EVERYWHERE INSIDE THE HOTEL\n-GYM FOR FREE (IT WAS ONLY HAVING 3 MACHINES)\n-RESTAURANT \n-BUFFET BREAKFAST (IF YOU HAVE OPTED AND GIVEN MONEY FOR THAT)\n-Laundry Service also available\n\nThe RoomRates of the Hotel Fluctuated every day so if i tell approximate rate of the hotel will be between 2500-3000 rupees per night \nAll the amenities in the Hotel are available at their MRP like Toothpaste Shaving Kit etc..\n\nI forgot to mention that the Hotel is a Brand New Hotel and it has opened almost 20-25 Days before ie between 12-16 October \nSo it has not been a Month also\n\nso i think you all should go there as it is a good option on the highway and for a Visit to Silvassa or Daman from Vapi.\n\nThis Review is not demanded by the Hotel and i have written everything on my Behalf.\n \nOVERALL MY RATING WOULD BE 4.8-5 \n\nI HAD AN AMAZING EXPERIENCE WITH TATA GROUP S HOTEL GINGER\n\n(HOTEL GINGER IS A TATA ENTERPRISE)\n  \n-VISHESH A CHAWLA",5,positive
data\ca\1156009\10862996\446580931.html,Ginger Vapi,"""Hi went to this hotel in December seriously great hotel well maintained rooms with all basic needs and clean rooms and service is also great as well great location. I requested for a river face g room which was taken care with an ease. All great will surly recommended. ",5,positive
data\ca\1156009\10862996\447264618.html,Ginger Vapi,"""Limited staff makes poor service experience. Moreover, auto trip function in room AC makes ur experience worst. Even the helpdesk seemed helpless about the issue and I had to pass some sleepless hours due to torturing AC.... Location is another disadvantage. It's on highway which makes commuting difficult. Overall, not such a good experience. ",2,negative
data\ca\1156009\10862996\448740047.html,Ginger Vapi,"""I was in the hotel the last half of december 2016. I heard that the hotel just opened his doors. It's a nice brand new hotel but for this moment with some starting issues. Final reception isn't ready yet, the coffee machine and the toaster couldn't work together or the fuse blows. The people are friendly but the English language isn't good with everyone. The basics are necesarry. Sleeping is best with ear plugs. The hotel is near the big road, and with the Indian honking their horn culture it's difficult to get a good nightrest without ear plugs. But the hotel is verry near the industrial area, that makes the hotel verry interesting and a good choise for business trips. The food is good.",3,negative
data\ca\1156009\10862996\450449370.html,Ginger Vapi,"""The hotel is new and hence nice and clean till now, though not very big. Staff was helpful. However, the staff, from Security to Reception, needs more training to be professional. Food was average and breakfast was not exciting. Good hotel for business travel or short stays.",4,positive
data\ca\1156009\10862996\461991281.html,Ginger Vapi,"""The services is tendered by Mr Nimesh and Harish is excellent, Giving a wow experience you are luck to have staff luke them..They have given excellent personalize services and are an assests to ginger vapi. I would always like to come back to you. ",5,positive
data\ca\1156009\10862996\464179791.html,Ginger Vapi,"""Reception boys ,I don't know name ,both from out of Gujarat. They perform the excellent job .we want to again visit in future because reception boys give the very good service and they helpful very much",5,positive
data\ca\1156009\10862996\464434718.html,Ginger Vapi,"""The best hotel with super best staff excellent amenities and healthy hygienic cuisine... A must stay for all travellers.. It truly upholds the TATA brand and location of hotel is an added advantage. - Gagandeep Singh",5,positive
data\ca\1156009\10862996\466300383.html,Ginger Vapi,"""The room facilities are good like every Ginger hotel. What sets this one apart is the staff notably restaurant staff, who are always ready to go the extra mile for customer satisfaction and deliver more than expected.\n\ni stayed here for over a month and staff helped me on many occasions whose thanks can't be covered in the tariff.\n\nPS: just make your WiFi a little faster and this is all set to be a great place.",5,positive
data\ca\1156009\10862996\470998215.html,Ginger Vapi,"""Rooms are good , staff including reception , security , restaurants are very friendly and welcoming ..Amar Mehta managing it well , good for family trips and . Vapi - Ginger location would be worth visiting on rainy season",5,positive
data\ca\1156009\10862996\477434690.html,Ginger Vapi,"""Front desk Navneet and Manager Amar Mehta made me very special and they were always ready to listen out needs and fulfilling the same happily\nAmbience of room and hotel properly is quite good\nEven morning breakfast and staff was excellent\nI really appreciate",5,positive
data\ca\1156009\10862996\477886836.html,Ginger Vapi,"""Front Desk, A Desk That Help You Anyway.\nNavneet Kaur Thank You For Your Best Support.\n\nEverything is Perfect At Ginger Hotel.\n10 Out of 11.\n\nWe Will happy To visit Ginger hotel again As Soon As possible.",5,positive
data\ca\1156009\10862996\479354594.html,Ginger Vapi,"""Vapi is a small but rich & reasonably-modern town. No short of Hotels.\n\nBut if you are seeking luxury & bliss at reasonable price, Ginger is the place to be.\nStay once and you will never regret to choose any other hotel in Vapi.",5,positive
data\ca\1156009\10862996\488654374.html,Ginger Vapi,"""Excellent hotel with very clean and tastefully decorated rooms. Value for the price paid.\nOnly cons:\n1. Location bang on the highway. If you don't have a vehicle it might get a bit tough moving around.\n2. There was a power cut for 45min to an hour at 0630hrs in the morning. Not sure if power backup exists.\n3. Both AC's in the gym were not working.\nHave asked the front desk to rectify and hoping this is sorted.\nOverall a great place to stay",4,positive
data\ca\1156009\10862996\490299038.html,Ginger Vapi,"""Ginger is very easily accessible from national highway, rooms and service are good. I would recommend Ginger for business trip. \""Front desk\"" service provided by staff was good and\nMr. Nimesh was very helpful.\n\nI would suggest to add some more option in breakfast.\n\nRegards \nKeshav",4,positive
data\ca\1156009\10862996\499277365.html,Ginger Vapi,"""I stayed here for two night.\nHotel is very close to highway and in good location. Nearby river. Surrounding is nice and open. No pollution.\nRooms are nice as per the ginger std.\nFood offered here is good.\nStaff is cooperative and polite.\n",4,positive
data\ca\1156009\10862996\499324185.html,Ginger Vapi,"""Awesome hotel located at Daman ganga river the best thing is located in NH8 there is mall in front of hotel .. good quality of food .. lovely stay ... All round trip was awesome .. the best thing to notice is staff specially Mr Drishya and Ms Navneet kaur they are quite professional and helpful .... Thank you Ginger team ",5,positive
data\ca\1156009\10862996\499398843.html,Ginger Vapi,"""This is the first time i stayed at ginger hotel vapi and the stay was amazing, clean rooms, food was very good and the front office staff is helpfull, Ms. Navneet kaur is very courteos and helpfull. River view from restaurant was awesome.....\n\nIf you are in vapi then ginger is best hotel to stay.",5,positive
data\ca\1156009\10862996\499598519.html,Ginger Vapi,"""Very good experience with ginger, this is the perfect combo regarding service , food and budget , it has very good ambience and staff is also very helpful, specially ''NAVNEET''. I recommend this hotel if you are travelling to vapi...",5,positive
data\ca\1156009\10862996\499885322.html,Ginger Vapi,"""I should thank to Mr. Amar the manager who went out of the way to make my anniversary special. view from the room is awesome. Excellent experience, very co operative staff, lovely place. Thanks a lot for everything.",5,positive
data\ca\1156009\10862996\517850708.html,Ginger Vapi,"""We booked the hotel from MMT .The hotel was nice and rooms were clean along with the toilets.we wanted to visit nearby Silvaasa and cab was arranged by the hotel on short notice. The receptionist navneet kaur, was very helpful and polite and overall it was a pleasant experience.\nOverall it was a good place to say.",4,positive
data\ca\1156009\10862996\517886489.html,Ginger Vapi,"""Visited Ginger Vapi enjoyed good hospitality and service offered by ginger staff.\nSpecial thanks to Mr. Nimish for being support and guiding me to experience a better homely stay in Vapi. All in all to have a good comfortable stay with good food in Vapi get in at Ginger hotel.",5,positive
data\ca\1156009\10862996\518244892.html,Ginger Vapi,"""I won't repeat all that been said already or spoil any surprises apart from this is a lovely hotel. We stayed in the hotel and it was superb. we enjoyed our breakfast on the room only occasionally disruption by an idiot with a drone. Nimesh were excellent as we're all staff. lovely in every way.",5,positive
data\ca\1156009\10862996\519760855.html,Ginger Vapi,"""Hi,\n\n   I have a stay of only one day & the experience was pretty good specially Mrs Navneet kaur, who arrange us a very good service during the stay. they provide us all the facilities on a very easy note.",5,positive
data\ca\1156009\10862996\520112608.html,Ginger Vapi,"""I visited Ginger vapi. Excellent service at front desk and restuarant during breakfast and dinner. Staff behaviour are very good and very Friendly. mr. nimesh and navneet kaur was very helpfull during our stay. Rooms cleanness is very good and over all stay was good and peacefull. ",5,positive
data\ca\1156009\10862996\522222645.html,Ginger Vapi,"""Best service, best location,  best rooms \nbest staff full of cooperation specialy Navneet Kaur. We enjoyed our stay immensely. And above all excellent view from the room. The food quality is very good. Overall stay was good.thank to all team members of ginger vapi. ",5,positive
data\ca\1156009\10862996\522323249.html,Ginger Vapi,"""It was a business trip and very comfortable stay was need of the hour. Got it to full satisfaction. Was very well attended by front desk person Jeul who was very kind and helpful. Dinner and breakfast served was good and to my expectation. Hope to visit again.",5,positive
data\ca\1156009\10862996\523336467.html,Ginger Vapi,"""Stayed at ginger Vapi.the stay was very comfortable with personalized check in,Staff was very helpful and courteous and always a smile.Very nice rooms and especially river view rooms.I experienced the moment I spoke to Nimesh and Navneet at the reception within five minutes they both completed all formalities while we were comfortable relaxing.Overall stay was peaceful.",5,positive
data\ca\1156009\10862996\523956147.html,Ginger Vapi,"""Excellent place for a stay. Staff is good \nNice view outside the hotel . Food is was great \nServices were in time. Best room i have seen till now. Well maitained area \nA pleasent stay for anyone with family , friend , officially. ",5,positive
data\ca\1156009\10862996\524204680.html,Ginger Vapi,"""It was a short and sweet stay, Stayed for only one night but happy with all the facilities at very reasonable price that you will not get anywhere at Vapi, Rooms are brand new and maintained nicely and the best part is Hospitality of Front Office staff that is always remarkable and will come back again.\nThanks to entire Team of Ginger Vapi.",5,positive
data\ca\1156009\10862996\532619113.html,Ginger Vapi,"""We are recently visited this restaurant for dinner & we enjoyed food here, the staff are very friendly & helpful special thanks to Mr. Parshuram chavan f & b manager & his team.\n\nIt's really recommend to all,",5,positive
data\ca\1156009\10862996\535789088.html,Ginger Vapi,"""The best part is hotel is very clean. Worst part is staff do not check facts before raising questions. We booked through make my trip for 3 adults. When we asked for extra bed, they insisted it is on chargeable basis for 3rd adult. Same thing repeated when we went for breakfast. When we countered that booking is for 3 adults, then they accepted which reflects their unprofessional behavior and greediness. Also complementary breakfast has very limited choice. For a south indian item, in order to avoid chutney and sambar, they prepared only Upma without any chutney. Food is very expensive, you need to shell Rs 600 per person if you opt for Buffet, of course with GST. Breakfast range is not at par with other 3 star hotels like Lords etc",3,negative
data\ca\1156009\10862996\538222754.html,Ginger Vapi,"""The hotel is not in a great location but is neat and clean. It has a TGB restaurant next to it in the complex and has covered parking. The rooms are spacious but they need to improve on some things to make this an alternate to something like the Fortune down the road \n- The breakfast is really bad : there were uncooked vadas sweet sambhar and dry poha... had to get by with eggs only \n- Need to really improve the quality of the linen, bedding, pillows and mattresses",3,negative
data\ca\1156009\10862996\541050905.html,Ginger Vapi,"""Ac not working in room  rooms are dirty front desk staff is rude think thrice before staying in this hotel .Room service is Rediculous breakfast is horrible for one cup of tea you have to wait 40 minutes ",1,negative
data\ca\1156009\10862996\541347055.html,Ginger Vapi,"""Excellent rooms, good room service and a pleasant view \n\nwonderful hotel to plan your holidays !!!!\n\nrooms were well organised.. newly furnished, good breakfast,\n\nthey also help in visiting nearby places with good car facilities.",5,positive
data\ca\1156009\10862996\552592806.html,Ginger Vapi,"""We stopped over for the night at the Ginger Hotels at Vapi. Check-in was slow even at 11pm. Considering, we had planned to check out by 5:30am, the sleep was bad with a lot of noise coming in from the corridor. We had ordered some egg sandwiches to be parceled, those were dry and just had one omlette between 2 breads. Overall, this hotel is probably good for the business traveler only. \nPros - Location - bang on NH48., Clean.",3,negative
data\ca\1156009\10862996\555482591.html,Ginger Vapi,"""Excellent Location, Hotel has all the amenities you are looking for . But the room service and the behavior of the person at the reception needs a lot of improvement. They do not service the orders. Raise false bills on you and thee worst thing they argue with you.\n\nFood also needs a lot of improvement.",4,positive
data\ca\1156009\10862996\557719251.html,Ginger Vapi,"""stayed in this Hotel for 40days\nGood maintenance, \nGOOD location near river side and highway, \n\nGood room service and transport, \nGood to stay, near more place for visiting and enjoy. \nAnd special tanks to Mr.  Drishya for prompt support. \n",5,positive
data\ca\1156009\10862996\558473529.html,Ginger Vapi,"""Horribly maintained property. To start with inadequate car park facility and no vallet service. Rooms were not at all maintained. Rooms were nit clean with dust almost every where. Toilets had very less water flow. The hotel had deliberately reduced the water flow because it was running full. Hot water was a joke. The towels and hand towels were very bad and virtually unusable. When we called reception for extra towel they said they will send it but no one turned up. We had to actually go and pick it up from their supplies room which was unattended. The toiletries were not very good. We would completely avoid it.",1,negative
data\ca\1156009\10862996\558514035.html,Ginger Vapi,"""Hotel is good choice for business stay in Vapi. It has nice & cozy rooms, good view of Daman Ganga river and decent breakfast spread and food. \nBut hotel is quite far from Vapi city, best to stay if you have to move on NH8 early next day",4,positive
data\ca\1156009\10862996\560445324.html,Ginger Vapi,"""I have stayed at this hotel for 17days. It was a really good experience. The staff are really good and taken care well. It is having a very good site view. The front desk team Dhrisya and co hamve made my stay very comfortable. Room service and laundry service is good.",5,positive
data\ca\1156009\10862996\560640217.html,Ginger Vapi,"""I stay form last 2 days good hotel \nLoccation like river and highway good maintenance \nGood to stay near more place for visiting and enjoy.\n and speical thanks to Mr drishya for promot support like as a family member tnx drishya...\n\nRahul",5,positive
data\ca\1156009\10862996\563131940.html,Ginger Vapi,"""I have been staying here for two days n can really say that JUEL at front desk are very careful n kind to customer. Good staff makes everything required quick, easy and nice also Juel is well behaved and soft spoken person. ",5,positive
data\ca\1156009\10862996\563341201.html,Ginger Vapi,"""Been visiting vapi and staying every time at Ginger hotel. The rooms are spacious and have great river view. Breakfast spread is nice and the staff is courteous. Especially thankful to Juel from front desk. He helped me check-in, in no time without having prior reservation. Highly recommend ginger for business trip. ",4,positive
data\ca\1156009\10862996\563349516.html,Ginger Vapi,"""Great  service  and good  room customer  service  was awesome. Mr Juel  has very  polite  and good person. All staff  were serviing  the  customer  with smiles  on their  staff  response  to any need was given in time ",5,positive
data\ca\1156009\10862996\566479074.html,Ginger Vapi,"""It was wonderful experience, excellent room service verry caring staff , specially Front desk Mr juel he is verry helpful \nThank to everyone I really enjoyed \n\nGiven a choice  will be happy to visit again. ",5,positive
data\ca\1156009\10862996\566851267.html,Ginger Vapi,"""I have been staying for 4 days and i can really say that its was awesome stay specielly Mr juel front desk he was verry polite person and all staff are verry responsive,prompt and suporting. I will visit again.",5,positive
data\ca\1156009\10862996\566963898.html,Ginger Vapi,"""Good hotel with excellent service. Clean rooms. Mr. JOEL at reception is a good reception officer. Reccomended for all. Centrally located. Food quality is good. Nice room service is available. Very professionally managed at a reasonable price. ",5,positive
data\ca\1156009\10862996\567140863.html,Ginger Vapi,"""I stayed in ginger hotel vapi for 2 days \nThis hotels  Is very mantain  Room are good,  taff is very friendly specially Mr Juel thank You for your new saport when we check in hotels Security  Guide me take me with our luggages thanks to all stay i do visit to again ",5,positive
